num_nodes,packet_loss,run_id,converged,total_messages,true_mean,final_consensus_mean,mean_relative_error,within_5pct_of_true,remaining_mass,mass_loss_pct
4,0.1,71,True,56,70.75,70.75022635551096,4.831690036240944e-06,True,283.0,0.0
4,0.1,72,True,119,31.5,31.500001865566485,1.431626480996419e-07,True,125.99999999999999,1.1102230246251565e-14
4,0.1,73,True,57,71.75,71.74992691338237,2.56478713961259e-06,True,287.0,0.0
4,0.1,74,True,128,38.0,37.999941061581424,3.0576130428964406e-06,True,152.0000000000001,-6.661338147750939e-14
4,0.1,75,True,81,30.0,29.999343970924127,2.4241958087086365e-05,True,120.0,0.0
4,0.1,76,True,95,54.5,54.50004096025434,1.4031120561932991e-06,True,218.0,0.0
4,0.1,77,True,86,55.5,55.50003684630573,1.8566459496634075e-06,True,222.0,0.0
4,0.1,78,True,68,46.25,46.25002754177778,9.269004677306027e-07,True,185.0,0.0
4,0.1,79,True,106,55.75,55.750498059068924,8.933794958315376e-06,True,223.00000000000003,-2.220446049250313e-14
4,0.1,80,True,104,61.5,61.50090321415446,1.4686409015733187e-05,True,245.99999999999991,3.3306690738754696e-14
4,0.1,81,True,91,27.25,27.249835813104163,6.025207186820424e-06,True,109.0,0.0
4,0.1,82,True,81,63.0,62.99654223580056,5.4885146022783045e-05,True,252.0,0.0
4,0.1,83,True,85,57.75,57.750035250624556,3.1782132855066453e-06,True,231.0,0.0
4,0.1,84,True,72,59.75,59.74989473312025,1.9921361852039188e-06,True,239.0,0.0
4,0.1,85,True,58,67.5,67.50007948391186,1.3698714099064088e-06,True,270.0,0.0
4,0.1,86,True,73,38.5,38.4999308204735,2.0553646611988692e-06,True,154.0,0.0
4,0.1,87,True,84,46.25,46.24895028749077,2.2696486686061847e-05,True,185.0,0.0
4,0.1,88,True,58,53.25,53.25076847013183,1.4431363978082611e-05,True,213.0,0.0
4,0.1,89,True,79,62.75,62.750011550181846,8.975924710245338e-06,True,251.0,0.0
4,0.1,90,True,139,78.75,78.74997195104518,1.374206020014999e-06,True,314.9999999999999,3.3306690738754696e-14
4,0.1,91,True,94,42.25,42.250032268472324,9.203360767711925e-07,True,169.0,0.0
4,0.1,92,True,93,56.0,56.000483741903444,8.63824827579407e-06,True,224.0,0.0
